 0.96558E+00  0.86225E+00  0.10617E+01  0.55000E+00  0.11850E+01  0.10850E+01 02 03 02 01 01 01 01 01 01 01 01 01  0.18089E+00  0.73869E+00 -0.21759E+01 -0.11558E+01 -0.87440E+00  0.14070E+00 -0.45197E-01  0.23621E+00 -0.17889E+01 -0.29649E+00 -0.59801E+00 -0.35680E+00 -0.24975E+01  0.73370E+00 -0.18844E+01  0.13060E+00  0.16580E+00 -0.37190E+00  0.12814E+01 -0.17940E+01 -0.92461E+00  0.28844E+01  0.72360E+00 -0.56281E+00 -0.14271E+01  0.10000E+01  0.47422E+02  0.87939E+00 -0.18291E+01  0.23417E+01 -0.78889E+00 -0.81911E+00  0.47603E+02  0.43452E+02  0.12560E+00 -0.11508E+01  0.14975E+01  0.11560E+00  0.95505E-01  0.25377E+01  0.30197E-01  0.39200E+00  0.54269E+00  0.38035E+02 -0.12563E+01  0.45230E+00 -0.43719E+00 -0.73370E+00 -0.23621E+00  0.88950E+00 -0.43221E+00  0.59300E+00 -0.11658E+01 -0.65308E-01  0.20096E-01 -0.63820E+00  0.59300E+00 -0.17186E+01 -0.51759E+00  0.23568E+01  0.26630E+00 -0.24171E+01  0.39200E+00  0.10550E+00  0.31317E+02 -0.33670E+00  0.19045E+01  0.24623E+01  0.11910E+01  0.80399E-01   0.90757120E+00   0.26703538E-01   0.00000000E+00 0005 0000 000020670
 0.96000E+00  0.12950E+01  0.94500E+00  0.94500E+00  0.92191E+00  0.75686E+00 01 01 01 01 02 02 01 01 01 01 01 01 -0.81911E+00  0.87387E+01  0.68241E+01 -0.21558E+01  0.61256E+01 -0.18593E+01 -0.10452E+01  0.52362E+01  0.22111E+01 -0.12965E+01 -0.59801E+00 -0.35680E+00 -0.49750E+00 -0.26630E+00  0.41156E+01 -0.86940E+00  0.16580E+00 -0.13719E+01  0.11281E+02  0.62060E+01  0.10754E+01  0.58844E+01 -0.27640E+00 -0.56281E+00  0.15729E+01  0.70000E+01  0.28242E+03 -0.21206E+01 -0.18291E+01  0.34171E+00 -0.17889E+01  0.61809E+01  0.24860E+03  0.33645E+03  0.17126E+02 -0.11508E+01  0.21497E+02 -0.18844E+01  0.95505E-01  0.14754E+03  0.19030E+02  0.11739E+03 -0.14573E+01  0.28404E+03 -0.25630E+00  0.19452E+02  0.56281E+00  0.11227E+03 -0.22362E+01  0.88895E+01  0.21568E+02 -0.14070E+01 -0.16580E+00 -0.10653E+01  0.10201E+01 -0.63820E+00 -0.40700E+00 -0.17186E+01 -0.51759E+00  0.33568E+01 -0.73370E+00  0.58290E+00 -0.60800E+00 -0.18945E+01  0.28032E+03  0.20166E+03  0.72904E+02  0.11646E+03  0.12019E+03  0.69080E+02   0.90757120E+00   0.26703538E-01   0.00000000E+00 0005 0000 000020671
 0.12429E+01  0.10585E+01  0.13208E+01  0.75664E+00  0.13821E+01 -0.60000E+04 02 04 02 02 02 00 01 01 01 01 01 00  0.18089E+00  0.11739E+02  0.68241E+01 -0.15581E+00  0.10126E+02  0.11407E+01 -0.45197E-01  0.62362E+01  0.72111E+01  0.17035E+01 -0.59801E+00  0.16432E+01 -0.49750E+00 -0.26630E+00  0.12116E+02  0.13060E+00  0.21658E+01 -0.37190E+00  0.12281E+02  0.82060E+01  0.75394E-01  0.88844E+01  0.72360E+00  0.43719E+00  0.35729E+01  0.50000E+01  0.38542E+03 -0.12061E+00  0.11709E+01  0.83417E+01  0.21111E+00  0.13181E+02  0.41260E+03  0.40245E+03  0.30126E+02  0.84920E+00  0.31497E+02  0.11156E+01  0.10955E+01  0.24154E+03  0.27030E+02  0.20639E+03  0.54269E+00  0.39804E+03  0.74370E+00  0.57452E+02  0.56281E+00  0.23827E+03  0.76379E+00  0.23889E+02  0.26568E+02 -0.40700E+00  0.83420E+00  0.93469E+00  0.60201E+01  0.13618E+01  0.25930E+01  0.22814E+01  0.14824E+01  0.53568E+01  0.26630E+00  0.58290E+00  0.39200E+00 -0.89450E+00  0.94317E+02  0.42266E+03  0.40904E+02  0.58462E+02  0.19100E+00  0.45080E+02   0.90757120E+00   0.26703538E-01   0.00000000E+00 0005 0000 000020672
 0.10807E+01  0.11121E+01  0.10919E+01  0.73000E+00  0.10776E+01  0.99500E+00 02 02 02 01 02 01 01 01 01 01 01 01  0.11809E+01  0.67387E+01  0.38241E+01  0.18442E+01  0.51256E+01  0.11407E+01  0.19548E+01  0.42362E+01  0.52111E+01  0.17035E+01  0.40199E+00  0.16432E+01 -0.49750E+00  0.17337E+01  0.21156E+01  0.11306E+01  0.11658E+01  0.62810E+00  0.92814E+01  0.42060E+01  0.75394E-01  0.48844E+01  0.72360E+00  0.14372E+01  0.25729E+01  0.60000E+01  0.13242E+03  0.18794E+01  0.11709E+01  0.53417E+01  0.12111E+01  0.61809E+01  0.14460E+03  0.12445E+03  0.14126E+02  0.18492E+01  0.14497E+02  0.11156E+01  0.10955E+01  0.18354E+03  0.19030E+02  0.12239E+03  0.54269E+00  0.12604E+03  0.17437E+01  0.21452E+02  0.15628E+01  0.14327E+03  0.76379E+00  0.15889E+02  0.28568E+02  0.15930E+01  0.83420E+00  0.19347E+01  0.30201E+01  0.13618E+01  0.15930E+01  0.12814E+01  0.14824E+01  0.53568E+01  0.12663E+01  0.15829E+01  0.39200E+00  0.21055E+01  0.10317E+02  0.18663E+02  0.16904E+02  0.46230E+00  0.38191E+02  0.70804E+01   0.90757120E+00   0.26703538E-01   0.00000000E+00 0005 0000 000020676
 0.11600E+01  0.11213E+01  0.12300E+01  0.74612E+00  0.14225E+01  0.88500E+00 01 02 01 02 02 01 01 01 01 01 01 01 -0.81911E+00  0.12739E+02  0.88241E+01  0.84419E+00  0.81256E+01 -0.18593E+01  0.95480E+00  0.82362E+01  0.82111E+01  0.70351E+00 -0.59801E+00  0.64320E+00 -0.49750E+00  0.73370E+00  0.11116E+02  0.13060E+00  0.11658E+01 -0.37190E+00  0.18281E+02  0.92060E+01  0.20754E+01  0.14884E+02 -0.12764E+01  0.43719E+00  0.55729E+01  0.50000E+01  0.34042E+03 -0.11206E+01  0.17090E+00  0.83417E+01 -0.78889E+00  0.61809E+01  0.37760E+03  0.34345E+03  0.31126E+02 -0.15080E+00  0.28497E+02  0.11560E+00 -0.90450E+00  0.37554E+03  0.33030E+02  0.28839E+03 -0.45731E+00  0.34804E+03 -0.25630E+00  0.43452E+02 -0.14372E+01  0.34327E+03  0.76379E+00  0.20889E+02  0.33568E+02  0.59300E+00  0.83420E+00  0.93469E+00  0.10201E+01  0.36180E+00  0.45930E+01  0.12814E+01  0.48241E+00  0.23568E+01  0.26630E+00 -0.41710E+00 -0.60800E+00  0.10550E+00  0.10832E+03  0.11663E+02  0.79045E+01  0.54623E+01  0.11219E+03  0.72080E+02   0.90757120E+00   0.26703538E-01   0.00000000E+00 0005 0000 000020678
 0.20000E+00  0.16161E+01  0.45897E+00  0.12900E+01  0.71815E+00  0.37000E+00 01 02 02 01 02 01 01 01 01 01 01 01  0.11809E+01  0.15739E+02  0.98241E+01 -0.15581E+00  0.91256E+01  0.11407E+01  0.95480E+00  0.15236E+02  0.62111E+01  0.70351E+00  0.40199E+00  0.64320E+00  0.50250E+00  0.73370E+00  0.61156E+01 -0.86940E+00  0.16580E+00 -0.13719E+01  0.24281E+02  0.12206E+02  0.30754E+01  0.22884E+02 -0.12764E+01  0.43719E+00  0.25729E+01  0.80000E+01  0.50642E+03 -0.12061E+00  0.17090E+00  0.43417E+01  0.21111E+00  0.11181E+02  0.52860E+03  0.53045E+03  0.40126E+02 -0.11508E+01  0.38497E+02  0.11560E+00  0.10955E+01  0.11154E+03  0.38030E+02  0.98392E+02 -0.45731E+00  0.52004E+03  0.74370E+00  0.49452E+02 -0.14372E+01  0.77266E+02 -0.23621E+00  0.32889E+02  0.30568E+02 -0.40700E+00  0.83420E+00  0.93469E+00 -0.97990E+00 -0.63820E+00  0.25930E+01  0.28140E+00 -0.51759E+00  0.43568E+01 -0.73370E+00 -0.14171E+01  0.39200E+00  0.10550E+00  0.33166E+01  0.46633E+01  0.30904E+02  0.18462E+02  0.51910E+01  0.10080E+02   0.90757120E+00   0.26703538E-01   0.00000000E+00 0005 0000 000020679
 0.11387E+01  0.12771E+01  0.11724E+01  0.93139E+00  0.12000E+01  0.77280E+00 02 03 02 02 01 02 01 01 01 01 01 01 -0.81911E+00  0.47387E+01  0.28241E+01 -0.15581E+00  0.71256E+01  0.14070E+00 -0.45197E-01  0.32362E+01  0.62111E+01 -0.12965E+01  0.14020E+01 -0.35680E+00  0.50250E+00  0.17337E+01  0.41156E+01  0.11306E+01 -0.83420E+00  0.16281E+01  0.62814E+01  0.12060E+01 -0.92461E+00  0.58844E+01  0.17236E+01  0.43719E+00  0.35729E+01  0.10000E+01  0.25942E+03  0.87939E+00  0.17090E+00  0.63417E+01  0.12111E+01  0.61809E+01  0.29860E+03  0.31345E+03  0.15126E+02  0.84920E+00  0.16497E+02  0.21156E+01  0.95505E-01  0.14754E+03  0.15030E+02  0.11639E+03  0.54269E+00  0.28504E+03  0.74370E+00  0.20452E+02  0.56281E+00  0.13827E+03  0.17638E+01  0.10889E+02  0.16568E+02  0.15930E+01  0.83420E+00 -0.65308E-01  0.50201E+01 -0.63820E+00  0.59300E+00  0.12814E+01  0.48241E+00  0.35680E+00  0.12663E+01  0.15829E+01 -0.60800E+00  0.10550E+00  0.28032E+03  0.22166E+03  0.23890E+03  0.18746E+03  0.15119E+03  0.10808E+03   0.90757120E+00   0.26703538E-01   0.00000000E+00 0005 0000 000020680
 0.92500E+00  0.14570E+01  0.11000E+01  0.98000E+00  0.12672E+01 -0.60000E+04 01 03 01 01 02 00 01 01 01 01 01 00 -0.81911E+00  0.87387E+01 -0.11759E+01 -0.15581E+00  0.61256E+01  0.14070E+00 -0.45197E-01  0.42362E+01  0.92111E+01 -0.22965E+01  0.40199E+00  0.64320E+00 -0.49750E+00 -0.26630E+00  0.11560E+00  0.13060E+00  0.16580E+00  0.62810E+00  0.82814E+01  0.32060E+01  0.75394E-01  0.58844E+01 -0.22764E+01 -0.56281E+00  0.35729E+01  0.30000E+01  0.16042E+03 -0.11206E+01 -0.82910E+00  0.43417E+01 -0.78889E+00  0.31809E+01  0.12460E+03  0.16845E+03  0.25126E+02 -0.11508E+01  0.16497E+02  0.11560E+00 -0.90450E+00  0.45354E+03  0.20030E+02  0.35939E+03  0.54269E+00  0.13704E+03 -0.25630E+00  0.55452E+02 -0.14372E+01  0.43527E+03 -0.23621E+00  0.25889E+02  0.31568E+02 -0.40700E+00 -0.11658E+01 -0.65308E-01  0.14020E+02 -0.63820E+00  0.25930E+01  0.22814E+01  0.48241E+00  0.53568E+01  0.12663E+01  0.58290E+00 -0.16080E+01  0.10550E+00  0.40317E+02  0.31663E+02  0.27904E+02  0.94623E+01  0.15191E+02  0.30804E+01   0.90757120E+00   0.26703538E-01   0.00000000E+00 0005 0000 000020681
 0.13595E+01  0.16675E+01  0.14207E+01  0.13050E+01  0.14800E+01  0.40000E+00 02 03 02 01 01 01 01 01 01 01 01 01  0.31809E+01  0.17739E+02  0.10824E+02  0.84419E+00  0.18126E+02  0.21407E+01 -0.45197E-01  0.17236E+02  0.11211E+02  0.70351E+00  0.40199E+00 -0.35680E+00  0.15025E+01  0.17337E+01  0.12116E+02  0.21306E+01 -0.83420E+00  0.62810E+00  0.14281E+02  0.13206E+02  0.90754E+01  0.16884E+02  0.17236E+01  0.43719E+00  0.13573E+02  0.90000E+01  0.53642E+03  0.28794E+01  0.11709E+01  0.53417E+01  0.12111E+01  0.91809E+01  0.49360E+03  0.51845E+03  0.28126E+02  0.84920E+00  0.26497E+02  0.11560E+00  0.10955E+01  0.11854E+03  0.29030E+02  0.10039E+03  0.54269E+00  0.47904E+03  0.17437E+01  0.41452E+02 -0.43719E+00  0.92266E+02 -0.23621E+00  0.18889E+02  0.21568E+02  0.59300E+00  0.83420E+00  0.93469E+00  0.40201E+01  0.13618E+01  0.45930E+01  0.12814E+01  0.48241E+00  0.53568E+01  0.12663E+01  0.58290E+00  0.33920E+01  0.11055E+01  0.19317E+02  0.66330E+00  0.99045E+01  0.82462E+02  0.53191E+02  0.14080E+02   0.90757120E+00   0.26703538E-01   0.00000000E+00 0005 0000 000020682
 0.93500E+00  0.18269E+01  0.10892E+01  0.14400E+01  0.12550E+01 -0.60000E+04 01 03 02 01 01 00 01 01 01 01 01 00  0.18089E+00  0.14739E+02  0.17824E+02 -0.11558E+01  0.91256E+01 -0.18593E+01 -0.10452E+01  0.13236E+02  0.82111E+01 -0.29649E+00 -0.59801E+00 -0.35680E+00 -0.14975E+01 -0.12663E+01  0.51156E+01 -0.18694E+01 -0.83420E+00 -0.23719E+01  0.24281E+02  0.10206E+02  0.20754E+01  0.10884E+02 -0.22764E+01  0.43719E+00 -0.24271E+01  0.15000E+02  0.49242E+03 -0.12061E+00 -0.82910E+00  0.10342E+02  0.21111E+00  0.91809E+01  0.51260E+03  0.48345E+03  0.32126E+02 -0.15080E+00  0.28497E+02 -0.18844E+01  0.95505E-01  0.12954E+03  0.28030E+02  0.10339E+03 -0.14573E+01  0.47704E+03  0.74370E+00  0.28452E+02  0.56281E+00  0.12427E+03 -0.22362E+01  0.14889E+02  0.20568E+02 -0.40700E+00 -0.11658E+01 -0.10653E+01  0.20096E-01 -0.63820E+00  0.15930E+01  0.22814E+01  0.48241E+00  0.63568E+01 -0.73370E+00  0.58290E+00  0.39200E+00  0.10550E+00  0.78317E+02  0.66633E+01  0.35904E+02  0.14623E+01  0.10719E+03 -0.29196E+01   0.90757120E+00   0.26703538E-01   0.00000000E+00 0005 0000 000020683
